,favorites,retweets,tweets
535,83,4,@DanaSchwartzzz Chris Hardwick left flowers at my gate for my cat that got run over. He is bulletproof to me.
536,9,1,"@DanaSchwartzzz I loved it. Laughed/cried, just like yer supposed to. I know people who didn't respond - be interested to hear your take"
537,590,31,Cryfecta https://t.co/xYrnrCm7n8
538,9,0,"@MyNameIsAllyx You is good you kind kind you is important, see you in 2 secs"
539,5022,1123,I'm psyched to have a president who's not in the pocket of Big Reality
540,2195,168,"4 of the best actors working, bringing Arthur Miller to life &amp; me to tears. I look like a balloon animal but YAY… https://t.co/kdAQ6jtOVb"
541,7927,1766,"So this was one of the most surreal and delightful days I've spent in a while...

https://t.co/zPFITypPha"
542,14,1,"@MarkHarrisNYC Get to the fly, dead ringers, dead zone - He tends to get the best performances out of his stars that they ever give"
543,932,203,No one came close to Ashman. The Disney musical faltered and nearly fell without him. The most crushing loss. https://t.co/ipGApXwudR
544,572,108,lol Putin's murder spree
545,2450,362,"I now require evidence that trump can drive. I realize this is not the hill to die on but it's the hill I'm on and I'm dying
#cantrumpdrive"
546,2700,591,"President Movies
Bush: Wag the Dog
Clinton: Love Actually
G.W. Bush: Idiocracy
Obama: Mr Smith Goes to Washington 
Trump: Eastern Promises"
547,1962,504,"The GOP's been amoral &amp; criminal for years. Trump taught 'em they can do it in plain sight. 
Rollercoaster hasn't even reached the 1st drop."
548,21,2,"@DanaSchwartzzz dogs, who cares, but godDAMMIT I love a shitty pun"
549,7,0,@adambvary oh you didn't hear? I'm lazy
550,871,248,"On national poetry day, I give you the great @TriciaLockwood - and her prose, cuz I don't take orders from the poet… https://t.co/u3Wg100OJO"
551,15,0,@adambvary fascinating to see them side by side. Here's what I disagree with (1/397)
552,32,5,@IndieWire that's a shitty thing to say in public tho
553,10,0,"@MarkHarrisNYC I felt that way about Jurassic world clip and  it was worse - so one one benefits from my doubt anymore, even the great Pena"
554,46,0,"@MarkHarrisNYC thank you. I thought I was in a time machine, a shitty shitty time machine"
555,12,0,"@adambvary gotta do both lists, sorry"
556,6,0,@Karen_etc wrong. I'm much cooler.
557,4534,1637,"R.I.P. to the great Bernie Wrightson, a star by which other pencillers chart their course. Raise a glass… https://t.co/hoqoNXvrDy"
558,16,1,@AndrewNadeau0 that guy hates me!
559,513,104,"JC: only help christians. 
Matt: krisgens?
JC: people who worship me
Matt: 
Christ: they will ya know
Matt: but the… https://t.co/uYC25XtUmz"
560,7,0,@vornietom wait is it really?
561,182,6,"Happy St Padrick'sDay, @vornietom"
562,4,0,@SamuelAAdams @Ruby_Stevens oh Neek!
563,31,2,@BindzBrain the word has evolved. No one says tit and means nipple anymore. THIS is the tweet I needed to respond to?
564,18,0,"@nsilverberg water must be boiling when it hits the teabag to maximize the ""tea"" flavor. I'm sorry but there's simply no other way #science"
565,4,0,@PulpLibrarian @Ruby_Stevens it's a perfect film. Small and perfect.
566,6,0,@nsilverberg it gets better after 30 years or so
567,67,2,@shannonwoodward typical of Aly to sign over her own face
568,1020,190,"""Passengers"" 🚀 is 🚀 underrated"
569,1249,265,This bit is too long. They should get to the scene where Hillary tells Clarence she wants to come back
570,730,29,@jk_rowling okay but then I'm writing Hushed Choir.
571,8,0,@jennifercochis truly he must be some human god or robo-wizard to do such deeds. Good on him!
572,241,4,@emilynussbaum @chrislhayes it is however a dope band name
573,270,8,Subtle subtweet: thank you Chelsea.
574,1328,207,"At this point in the Trump administration, Idi Amin eating his enemies seems weirdly respectful"
575,1716,208,Good... let's do a take where you fall on the cat. Who here has a cat? #inspiration #wesley #headboy https://t.co/AyznAaRrU3
576,1076,308,"RYAN: oops, got the sniffles
TRUMPCARERS: we go now to the abattoir 
RYAN: no, it's just - 
TRUMCARERS: THOSE THAT… https://t.co/kvuz9aTga6"
577,9212,1553,And I need you to say it 💕 https://t.co/V2olprw6Kq
578,745,157,https://t.co/mG3csDKdZA
579,919,141,"The Affordable Care Act is Obamacare.
The Most Best Cool Guy Healthbomb Wow '17: Trumpcare.
Paul Ryan: the Babadouche, till someone tops it"
580,2,0,@vornietom ooh I like those
581,17,0,@vornietom WHAT DO YOU MEAN ITS MISSING
582,297,20,"DEAR EVAN HANSEN obsession status: now tripping out in the drums. How does that get dialed in, @LacketyLac? Cuz fierce. #DearEvanHansen"
583,230,18,https://t.co/RiD7n6rL2R
584,1203,244,"Minister: to love and cherish, for richer, for poorer, in sickness and in health
Paul Ryan: WAIT. Whoa. Uh, I'm - wait. 
Both? 
#Trumpcare"
585,3242,711,When trump says he has respect for women #internationalwomensday https://t.co/kNYqEpqFvv
586,286,33,Still so far to go.... https://t.co/NU64ihU99i
587,33,0,"@FilmCritHULK uh, no, it's cool, we're cool, I gotta... I got a thing, take it easy, eeeasy....."
588,75,1,"@FilmCritHULK this is... I'm mean I absolutely agree, but this is getting AWFULLY Puny Banner..."
589,876,97,"If we're honoring personal heroes today, I give you this Jedi Master:
(Not shown: Once More With Feeling, Dr. Horri… https://t.co/1O1KmW7ow9"
590,720,89,I'm so so sorry https://t.co/vfnJa7nOVP
591,1564,213,"Honoring #InternationalWomensDay, being an ally, this is your day, let me explain how"
592,181,2,"@emilynussbaum episode 10 season one, if I recall..."
593,332,26,Happy tweet: John Lurie's paintings are rich &amp; strange (but not like trump) &amp; they delight &amp; soothe me (very not li… https://t.co/4eb9GJ1GF1
594,2705,918,"things Donald doesn't know: 
- how Planned Parenthood funding works
- facts
- ethics
- anything else
#IStandWithPP 
https://t.co/4NBHBaOOMl"
595,28,1,"@nicolebyer I feel like ""Asking for America"" is definitely your book title"
596,127,10,@SunnydaleHam when you knock me down I get the fuck back up again
597,1459,168,"I am ON BOARD. Gina &amp; D.B. Being lawyers, doing... lawing... making SUCH LAW HAPPENINGS - i understand little of wu… https://t.co/tiXE2fCDNy"
598,25,1,"@SamGrittner @SenFranken it at least, ""Uno"""
599,5,2,@KateComer it works like this: run and don't look back
600,5,1,@Kendragarden ooh SITH
601,21,3,"@Home_Halfway Incidentally, Michael, penning elaborate acronyms can't heal the repulsive ugliness #maga promulgates..."
602,30,1,"@Manglewood this seems like the perfect time to borrow money, but reading you is always a balm so I consider us even... also FUCK lupus"
603,1009,236,"The nice man talked with me about my head, my inside head, my dark black sad

https://t.co/2AKdfE1DM5"
604,9388,3129,"""Nobody knew that health care could be so complicated."" @realDonaldTrump 

*grinds teeth for 25 years* https://t.co/KDrHE0unoE"
605,1656,182,I saw GET OUT. You should see it. It'll be fun. You'll be fine. Go see it. It's fine. #getout @JordanPeele… https://t.co/GDmfN5SJj2
606,8,1,"@MJMcKean ""someday they're gonna find your hair ribbon and an axe. Nothing else!"""
607,2624,288,Okay I didn't see everything but I'm a Moonlight or Arrival guy and I hope they get the most tiny gold penismen
608,1873,424,Happy tweet: RIGHT?!?! @StephenByrne86 https://t.co/qZMaJ29ZzT
609,995,71,Happy tweet: Sometimes I get 2 read books early &amp; sometimes they r amazing &amp;  I briefly get less crazy THANK YOU… https://t.co/nmZARqfhTs
610,16,1,@PennyRed I gotta light way more cigs before I say stuff #depth #laid
611,2284,552,"Thought the GOP targeted the ACA to weaken Obama - turns out the part that offends them is ""care"""
612,1424,189,"Wait, what? Okay yes good okay. This all works for me p well https://t.co/6XcoBBUrh2"
613,17,1,"@vornietom 🎶and, hellooooo....*wolf howl*"
614,1864,287,Happy Precedence Day
615,13,2,"@BindzBrain ""🎶 one two ewok socks"" - Sammy Hagar"
616,20,0,"@melgabored I've been two days. They were from last year! Non-consecutive! I'm lying about one of them! (But still, well fucking played you)"
617,12,0,"@TriciaLockwood I don't know if that means something good or something bad HASHTAG OLD, but still very on board"
618,8,0,@TriciaLockwood there's honestly nothing I'm looking forward to more.
619,326,29,"guys, p sure trump said he's gonna find the Lakers. Terrible season - probly due to their nefarious laking! #MakeAmericaLakeAgain"
620,1074,375,"At some point I'm gonna have to say ""emoluments"" out loud and it could go either way for me - BUT MEANWHILE: https://t.co/iI77ANc9Lc"
621,10,0,@MyNameIsAllyx @TheRock when u 2 make sweet luv I think probs
622,522,31,I knew him before he was cool. And after I was... https://t.co/3rMHp8mBj0
623,16384,3910,"If the first book about @realDonaldTrump's impeachment isn't called ""Unpresidented"" I will be super pissed"
624,22,1,"@ErrenMichaels but I'm not a bitch I'm NOT a bitch! And this isn't my nose, it's a false one!"
625,1243,225,"🎶
T'aint what you do 
It's the way that you do it
T'aint what you do 
It's the way that you do it
WHAT DID HE KNOW
AND WHEN DID HE KNOW IT"
626,414,69,"In the interests of fairness, anyone who visits Justin Humphrey will have to stay as a guest for nine months and make him barf a lot #host"
627,7,2,@animadvertguy I will lean in to doubling down.
628,1138,196,https://t.co/w2b9RODaGZ
629,21788,6728,"gf: you forgot to buy milk again
me: FAKE NEWS
gf: I asked three times for
me: PAID PROTESTER"
630,3435,447,"I think I'm broken

I never ran smooth but I think I'm really broken, I'm sorry, I was funny for a while, good times, please keep fighting"
631,10533,4881,"Rejecting DeVos was the GOP's easiest way to say ""Mr Prez, let's take this slow, we got 4 yrs"". Instead they declared war on our children."
632,2903,636,"Imagine if the GOP, all as one, could suddenly feel shame. Imagine the look on their faces"
633,732,108,https://t.co/HMzVV8qcmq
634,2124,438,"Yes you do, @realDonaldTrump, there there https://t.co/gLssMaTxLy"
635,8,0,@ziwe it's extra for a lap wake
636,1245,137,Every major sport has ended with an historic nail-biter this round and I'm exhausted. Thank god curling is fixed #broomgate
637,72,3,@joshgondelman I think I'm at $2700 (ACLU bound) but I missed bits and I suck at math
638,403,23,So @joshgondelman - are you interested in a tally of how much you got people raising with this game? GIANT props - you're my personal Gaga
639,1258,177,I wanna be mad but that was beautiful
640,701,54,I shouldn't have binge-watched this whole game #fatigue
641,653,80,This is some gripping shit
642,716,91,"Falcons, I cannot handle deja vu right now..."
643,2385,353,"$500 per Falcons touchdown
$300 per field goal 
$200 per interception
$100 per Brady sack

What am I in the hole for, ACLU? $2300 so far?"
644,766,78,"don't lose that drive, Falcons! This is your moment! Remember, momentum is just ""moment"" and... um..."
645,1140,102,Gaga is a pop goddess but I love her cuz there's something slightly Guffmanesque about the whole bit #stoolboom
646,2310,667,"🎶
NOBODY KNOWS WHAT IT'S LIKE 
TO BE THE BAD MAN 
TO BE THE SAD MAN 
BEHIND BLUE EYES https://t.co/U2b9esombo"
647,1011,280,Brady for Falcons MVP
648,3148,872,Every time Tom Brady gets sacked an angel has some wings
649,1466,306,https://t.co/xKzHwCxZ6k
650,2199,473,"Putin's favorite political tool: murder

Trump's favorite political tool: Putin"
651,2097,523,"What a bad-ass. This looks like a still from her biopic. And, like with ""Loving"", her name IS the title https://t.co/c85xILFK4q"
652,462,156,(Pt2) https://t.co/lwUhQ07XqZ
653,657,223,So this is still how this goes (pt1) https://t.co/7YvvmuTyN7
654,3673,1695,A 'must read' and a 'might cry' https://t.co/1IEbcPwvXZ
655,347,40,"People bagging on Laurie Penny for embedding with Milo are missing the entire point of journalism, among other things #infighting @PennyRed"
656,5,0,@OhNoSheTwitnt p sure u r
657,1261,124,"I think it's America's sworn duty to give Arnold's Apprentice the highest ever ratings - but that'd make don richer - okay, plan B, trapdoor"
658,351,47,"Tom Brady on a team called the Patriots? Let him QB an expansion team:
the NC Ballots
the SD Pipeliners
the DC Long Beleaguered Sigh"
659,4513,1227,"On the world stage, America is the mom at playgroup with the shrieking bully. ""He's just really tired... Donald, that's Australia's doll..."""
660,94,6,"@GailSimone VANILLA ONLY, reads exec order"
661,69,20,@EricIdle well we've ALREADY seen the violence inherent in the system.... https://t.co/HjR86gMNAY
662,1267,163,"tried to take a picture of the sunset but forgot I had that ""see into the future"" app and now I'm never sleeping ag… https://t.co/Pi8H6ZAdQy"
663,3858,449,"We're all not watching Trump tonight, right?"
664,841,105,"Spirited Away
#MoviesTrumpCantWatch 
@realDonaldTrump https://t.co/SBVwCtwQlL"
665,1004,99,"THE PEOPLE
UNITED
WILL NEVER BE 
DIVIDED

The Queen: of course not! That's why I knighted them"
666,3810,765,"If Betsy DeVos is voted in that's it. That's the straw that breaks the camel's back.

87th camel: oh shit guys I think I'm up next"
667,9,0,@LisaRosenlovesu @MazMHussain @theintercept A missing piece! Thank you! The vomiting won't stop 4 some reason
668,36,1,"@melgabored it's over, sorry, it's not you it's me, we should still be friends but don't @ me"
669,25,0,"@behindyourback ""vakay"" really threw me &amp; I let it slide..."
670,3332,570,https://t.co/qj4YIn87BV
671,965,528,"So, holy shit https://t.co/x8X4ISncX5"
672,5851,430,"Disappointed in LAX protesters not taking up my chant:

NO WALL 
NO BAN
EVERYONE HELP FIND JOSS'S CAR

But otherwis… https://t.co/0vR0Yfd2tc"
673,1780,410,"Happy birthday, @SpeakerRyan - I made you a portrait and it didn't cost the trump foundation a DIME! https://t.co/HAJJ7PQzzB"
674,15691,4445,LAX #NoBanNoWall #StopPresidentBannon #shutupimadeitinthecar https://t.co/EdN2q6dFeG
675,729,139,Yup https://t.co/ti1F16Bc6y
676,235,118,"Per Molly Crabapple: If you want to be a part of the JFK protest but can't get to JFK or even NYC 

https://t.co/uvEwKYcYjM"
677,1831,344,Because I think this every 10 minutes: https://t.co/lqV9sTzm7K
678,34,1,@ParkerMolloy he's such an everymanhattan
679,4338,873,This is a rough week not to believe there's a Hell
680,2488,524,Telling the media to keep their mouths shut is like telling a mime to speak up
681,390,32,"""Planed Parenthood: go into labor in Denver, be a mom in Paris! (Doulas in 1st &amp; business only)"". This biz'll reall… https://t.co/7OnFe1VNuJ"
682,389,119,Hopefully this will be the last appalling revelation of the day I AM OF COURSE KIDDING https://t.co/Fbm3ujE4Id
683,1728,285,How many people marching today will find themselves in need of the services they're trying to shut down? How many already have?
684,2078,1061,"I don't have words for what today means. Well I have one, in case it was overlooked: Jews. #HolocaustMemorialDay https://t.co/jvB77ETRld"
685,78,23,"@jonfavs @ASlavitt is there a way to get the word out, get every eligible soul signed up? There's lots of people looking for something to do"
686,13,1,@DrewZachary @DoyledAgain shit I want in on this
687,1087,174,".@HuffingtonPost ""the Pekingese he married under"" refers to his ugly yappy father-in-law, not Ivanka. Can't believe I have to explain that"
688,231,32,"""It's time to put away the old things, even the old futures."" -Warren Ellis 
(and yes I want that thing too) https://t.co/4CQVbSsTo0"
689,19,0,"@dmierau @MikeDrucker it occurs to me it might be for the captains. To mark them in time, give them a line to toe when everything's in flux"
690,9143,2480,"Trump's favorite catchphrase is ""maybe there's something going on"", which I think is literally the sum total of his acquired knowledge"
691,22175,3925,"To everyone who keeps saying ""Go back to making jokes/films/etc"", WHAT DO YOU THINK WE WANT MORE THAN ANYTHING"
692,1141,231,When I think about fleeing the country https://t.co/Vcv9ZUbpp5
693,5774,1735,https://t.co/Q2ESzt9tRI
694,1556,282,WE'RE GONNA STOP ISIS from having to work to recruit people @realDonaldTrump
695,5124,1234,Trump will never get over the fact that what he won was basically the world's biggest participation trophy
696,6796,2134,We have a dictator. Wow. We're THAT country now.
697,154,21,"Ooh! Saw them last month and they were BALLS hilarious, which I'm not sure why ""balls"" is in there, comforting I gu… https://t.co/F7FBHkP66Y"
698,1968,515,https://t.co/qPgM1TV17T
699,167,21,"@MindyFurano you're a complex mind looking for a simple answer, but you're past that. Our heroes are flawed. Our villains are ACTUAL NAZIS."
700,146,10,"@MindyFurano also, this may be unpopular, but Bill C. was v good at his job. Mistakes, but thought, care, our first balanced budget... #grey"
701,39,0,"@MindyFurano I'm not baseball guy, but: the best hitters don't hit 70% of the time. The NSA, drones - he lost me. But he reasoned, he cared."
702,1137,230,So say we all https://t.co/vMzURCG4Xl
703,765,303,This chills me the most - for this 5 minutes anyway. Which is the point - this is a blitzkrieg of repressive horror… https://t.co/ZDxN6TWGn0
704,2359,763,Someone speaking the truth plainly on the news. And not the comedy news! Respect. And something like relief. https://t.co/1lu78GWfXH
705,2820,764,"Hey, keep your eyes on this fucking prize too. He's a Voldemort in training, &amp; unlike the Pekingese he married unde… https://t.co/Cy62J5Nedy"
706,44,3,@susie_dent wait did this go out of use? If so I'm even older and nerdier than I thought.... which is both appalling and quite possible
707,1413,198,When I can't write. Also why. https://t.co/s7zFQdagLG
708,3168,577,I declare this a National Day of Patriotic Dry-Heaving
709,2327,841,Pure. Rage. https://t.co/z4gsBSwHre
710,309,66,"Richard Jenkins &amp; Ashley Johnson are transcendent in this. From my EP with @ShawneeKilgore, who's also pretty lush
https://t.co/smsfdrqMj0"
711,1889,371,This photo gave me joy. Remember joy? We should hang out more https://t.co/OmiGZnq7Ci
712,1918,358,When your family's matching #maga hats aren't bringing the deplorable hard enough https://t.co/GG04vbbtcX
713,2320,291,2020? #Kamalaharris #WomensMarchOnWashington https://t.co/UBogfokIML
714,1487,139,"@joss salty sea captains can't count. I said FIVE bad-ass activists, but there were actually 1.2 million"
715,5136,793,"This is the story of five bad-ass activists, and the salty sea captain who befriended them!… https://t.co/LBpiI5JAeu"
716,6848,2641,"I'm sure this has been tweeted - I got it via the great @JohnCassaday, &amp; so say we all. https://t.co/QURxGKiTkf"
717,1770,134,Genuinely can't think of a more appropriate place to be staying today https://t.co/5NETmmwxsy
718,7139,2214,Inauguration seems festive... https://t.co/uy7dL4Fo4o
719,2762,719,"""I'm ready.""

Miguel Ferrer was many great things, but to me, he'll always be Disney's most bad-ass villain. What a… https://t.co/3jzBoVt9LB"
720,10997,3463,"Barack Obama is President today.

Tomorrow the devil's clown car opens and millions will suffer.

But today is for gratitude and pride."
721,4210,952,"Things 2 watch instead of the inaug:
A Face in the Crowd
The Parallax View
Blow Out
Matewan
Lincoln
Welles' The Trial
paint literally drying"
722,22,1,@MarkHarrisNYC I like yours. I suspect there'll be a few...
723,40052,16254,https://t.co/7K2taBZho6
724,59,5,"@PennyRed Richard Slotkin's ""Regeneration Through Violence"" trilogy is the first and last word on our evolving culture sez me"
725,16,2,"@lurie_john he was fine as a kid. But he is Man Rock now, and he is way too blitzed to go on"
726,24,4,"@MyNameIsAllyx I think the antithesis of Nirvana is America, but they won't play for him either"
727,1365,185,"MORE COVER BANDS THAT TURNED T DOWN:

Blind Lemon
The Mechanics, Alas No Mike
Salt 'n' Vinegar
Grudge Against The Machine
The Scissorettes"
728,3970,545,I met Hillary a couple yrs ago - noted her amused disdain for Putin's attempts to intimidate &amp; manipulate ppl. She was so ready for him...
729,4219,1055,It's the little things that keep you going https://t.co/MRJSJHjsXP
730,2090,805,Everyone is trying to speak for him today. He's better at it. This is shattering. #MLKDay https://t.co/0lsnVqHBHE
731,584,94,"This reads like the original tweet ended: ""SCHNELL!"" https://t.co/nNreoPkXXg"
732,477,159,"Emily Nussbaum's smart, I'm depressed, nothing's funny, all is lost!

How Jokes Won the Election https://t.co/FS1KxhjNcV via @emilynussbaum"
733,2064,398,https://t.co/Uhp0Nibvgx
734,99,3,"@DanaSchwartzzz @piersmorgan more or less everything, once you add it up"
735,5206,1211,I can't believe we have to wait a whole week to start the impeachment process #maga
736,2885,719,"Violence solves nothing. I want a rhino to fuck @SpeakerRyan to death with its horn because it's FUNNY, not because he's a #GOPmurderbro"
737,62,4,@AndrewNadeau0 I have the same problem. Not sure why.
738,894,209,https://t.co/QElwLzB6ea
739,1067,151,Saw this this morning. Guess she watched the news yesterday too https://t.co/YzFykWC270
740,4,0,@Molly_Kats oh yeah that's eight times worse
741,11,0,@Molly_Kats torn from Tommy Shelby? that's actual torture. No shame in shedding a tear
742,12118,5348,"Trump's signature move is accusing people of things he's doing or going to do. So when he mentions Nazi Germany, I'd go ahead &amp; be TERRIFIED"
743,734,371,"this THIS this

Graphic essay: To resist Trump, take some lessons from Memphis https://t.co/fbOArMmmlR via @fusion"
744,5190,1151,"TRUMP TRIGGER WORDS:
Dissent
Compassion
Emmy
Briefing
Tiffany
Small
Man that's small
Even compared to the hands, wow
Law
America
Woman"
745,29,0,"@SamuelMoen @KarenKilgariff black Phillip! I knew him when he was just ""emo Phil"""
746,14,1,@MyNameIsAllyx no adulthood is when you save all your crying for yelling at your family
747,10,0,@lurie_john um.... is that... for sale at all?
748,10659,2675,"Worth watching indeed: a woman who is more articulate with a broken heart than I am when I'm slightly peckish. God,… https://t.co/RKNgzMbnvX"
749,12,0,"@johnlevenstein Why is it even a ""choice""?!? They get Tiffany! LOVE!"
750,3,0,"@MyNameIsAllyx *swishes brandy in enormous snifter* they'll never believe you, you know...."
751,9,2,@morgan_murphy @coslive he was riveting.
752,5,0,@dliebelson I'm actually kinda torn
753,2096,527,"Language matters. The Right controls the national dialogue: right to life, no child left behind, war on drugs - all commonly accepted lies"
754,1098,185,I'm just gonna pitch #StandWithPlanned over #IStandWithPP which sounds like #istandwheniPP which is galvanizing how now? (not joking btw)
755,27,0,"@vornietom personal best, I'd say"
756,760,164,"I love the Wheel of Hate, cuz it lands on a different brazenly amoral übertaint every spin!  

 https://t.co/Es41kB1A7V"
757,336,104,"""Give me the fortitude of vulnerability..."" @PennyRed lays it out, again, with passionate clarity. Have a read, fel… https://t.co/gefUNBwQGt"
758,16,0,@MyNameIsAllyx happy new year you lost and vibrant dunderhead
759,424,28,@summerbrennan you're one of the things that makes me not want to quit so kindly don't
760,17,0,"@MyNameIsAllyx as I understand it, early to mid sixties"
761,335,13,@soniwolfwrites @anne_theriault can I have a bigger heart button for this one?
762,49,3,"@DanaSchwartzzz @goodreads W. Down: what a revelation for ten year old me, my first grown up length book"
763,929,170,Slate might wanna warn people about the last paragraph of their (very good) article on George Michael. Bit of a bod… https://t.co/HeIX9IjVjN
764,1456,176,"If ur alone 4 Christmas: 
evry movie (Deepwater Horizon) is a Christmas movie. 
Evry song is depressing. 
Evry wine is all wine is all good"
765,34,3,"@mynameisntdave also isn't Christmas Spanish for ""more Christ""? Enough, we get it"
766,28,4,@johnlevenstein and then the three wise men were guided by the light of the shining Starbucks #bacongouda
767,30,2,@johnlevenstein but the advantage is you can eat whatever you want! unless you forgot to buy any food because you're a divorced dad
768,1762,313,"Despite everything, I really do feel the Christmas spirit tonight.
*finishes masturbating* nope it's gone"
769,9,4,@ElizaClark no. Merry Christmas.
770,340,43,https://t.co/qDqWCFHeQi
771,162,1,@jonnysun I'm the Gaston song. I am extremely muscular and conniving.
772,5707,1109,https://t.co/Ea8PuuRiTU
773,80,17,"@ParkerMolloy 
Last Christmas
To give up your heart
The very next day
We'll be blown away"
774,29,3,"@DanaSchwartzzz @StateFarm and after all this, still, wow."
775,4,2,"@cortronic @behindyourback still a brick &amp; mortar guy. Net too vast, need aisles."
776,874,141,"Jesus, Donahld, is not what ""dictator"" means -

*holding steno pad* Just tell me what to tweet, Vlad"
777,418,53,"The spirit of Christmas is alive! And the Hanukkah Olive-Sprite! And the Humanist Gnome of Logic, and https://t.co/CKnxQsNfAo"
778,1537,177,I drawed a art! https://t.co/AsyqEWErIb
779,16,0,@david8hughes biggest laugh I've had in a long while
780,3109,517,how do the trumps make being rich look so dull and awful
781,1028,462,find someone who looks at you the way Chirrut doesn't have to look at Baze
782,1490,476,"Fucken Yeats. I live for the day ""the second coming"" isn't the most perfect and relevant work I know. And I'll die… https://t.co/RrhnJqyGPW"
783,12,1,"@LisaRosenlovesu ""how do you solve a problem like the allies"" was the best number in the show. I did not like the rewrites"
784,15,2,"@MarkHarrisNYC I thought it was really great, but I'm going with high school production of ""New York New York""."
785,2134,438,"GOOD NEWS!

- fake news"
786,2135,384,"WHERE
                    DO  I

           S    T    A    R    T https://t.co/pjQoxBfEOG"
787,1379,347,Yessss.... truuuuuummmp.... we will.... report your.....                 news.... https://t.co/aK7LzYeXNH
788,1055,141,On Sunday drinking before noon is literally brunch
789,3311,1947,"A gentle reminder that the electors will fail us, in part because the trumpster thugs have threatened the country w… https://t.co/bIapdk6yTb"
790,654,51,Bellingham why u no prittie ? https://t.co/aQxzQqzmq4
791,1676,388,"Unpresidented
Guys It's a message! Look for:
Sivilian pizza
Impeachy keen
In oval myhead office
How ImPutinent

We hear u @realDonaldTrump!"
792,7443,1735,If Hillary stood in the middle of Fifth Avenue and shot somebody I would still be impressed that it took her this long to crack
793,2946,914,"No more saying ""happy holidays"" under trump. Next year it'll be ""we have to eat another villager, it's the only way"""
794,1319,225,"🎼...we can build a snowman
 &amp; pretend that he is Parson Brown
He'll say ""r u married"" we'll say ""no man
But fucken on the reg u fucken clown"
795,25,0,@DanaSchwartzzz I don't think Groff was playing him as gay. I think he was playing him swishy and entitled.
796,24,0,@PeccablyDoomed you stole someone's joke AND made it worse! You're really fucking sad.
797,36,4,@MyNameIsAllyx wait coke like the drink? I have been doing this all wrong and also the cartel wants me dead 😅
798,9,0,@MyNameIsAllyx GET BACK TO WORK!!!!!! lol jk go drink
799,1320,312,"Haiku:

lmao
srsly wtf
we r #fukt

#stillgotit
#insight
#noYOUdrinkcuzdespair"
800,698,151,My in-depth election think piece. #ImLikeASmartPerson https://t.co/GpfbpcE3aG
801,32,0,"@johnlevenstein only blackout I ever had? White Russians. Coincidence? Yes, totally, never get drunk on creamy drinks. Still, grrr"
802,26,1,"@DanaSchwartzzz @observer glad we're in accord about Mitchell &amp; Webb and Aaron Taylor Johnson. Other stuff, too, but those are the clinchers"
803,12,0,@mekosoff @WSJ their expose of subpar Learjet snacks was blistering
804,1183,291,https://t.co/FAxBLAjflu
805,1552,89,tee hee https://t.co/QOq2CCH0Ue
806,15,2,"@DanaSchwartzzz lay thing: desplat. Imitation game,painted veil, birth – all more classical and textured but still great for writing"
807,22,1,"@DanaSchwartzzz it's all mood over moment, sustained buzz, and Burwell doesn't get enough credit for having started that, along with Zimmer"
808,26,2,"@DanaSchwartzzz also prestige, oblivion, the fountain, Enders game, Gracie, Carter Burwell's hamlet and the last track of the kingdom"
809,35,2,"@DanaSchwartzzz seven pounds, Carol, never let me go, z for Zachariah, pretty much all Mychael Danna and much Hans Zimmer"
810,24,1,@DanaSchwartzzz I can't write to scores I love. They make me think of the movie they're from and not the one I'm writing.
811,58,5,"@DanaSchwartzzz @jonnysun this is great! Our battle cry will be ""This seems difficult! Everyone pee first and then, set aside the niceties!"""
812,40,1,"@jonnysun @DanaSchwartzzz I'm in the market for sidekicks, you two - so far I've only had an application from the Traipser. Oh and Thor"
813,4033,1411,https://t.co/YkUbHC8htZ
814,65,5,"@jonnysun @DanaSchwartzzz my catchphrase is ""You can't have my macarons, injustice! Not a one!"" Again, surprisingly ineffective"
815,140,8,@DanaSchwartzzz unfortunately I have also given up my identity &amp;now fight injustice as Bumblekins Flouncytrousers. Fight going poorly so far
816,12,0,@melgabored is it related to a nunya or an updog?
817,3,0,@DanaSchwartzzz @pasekandpaul that's how I first heard them. Very underrated score
818,266,27,"With Dear Evan Hansen &amp; lyrics 4 La-La-Land, @pasekandpaul are on a mini Lin-Manuel trajectory - and well deserved. These guys are the guys."
819,1160,143,"My favorite Harry Potter character is... probably it's, magic... magicky Steve. When he... wands at Harry. I also like Game of Plush Chairs"
820,55,2,@LacketyLac @BenSPLATT @DearEvanHansen I saw it off-broadway and I've been ready SINCE THE OPENING NUMBER #recordfaster #nopeebreaks #NOW
821,2674,691,"PEOPLE: this period of struggle will result in great works of art

ME: Why'd we call it an election and not Don T.'s Inferno

PEOPLE: nooo"
822,724,102,"Congratulations @realDonaldTrump on TIME's ultimate honor – sorry, I mean PENultimate honor: we'll probably last one more year"
823,1820,263,"Man, Boreanaz does not photograph like he used to. Still great to see my three one true loves @AmyAcker… https://t.co/pUH5Lqr4IL"
824,967,263,"This is helpful. The only thing I'd add is finding some local cause, a shelter, a kids' theatre - something positiv… https://t.co/rNGxVGLsoi"
825,518,169,"A poll for @realDonaldTrump : if you could feel human shame, what would be the worst?"
826,440,72,https://t.co/1kcKoYTy3Y
827,900,137,"I AM LOST
SO IS ALL"
828,35,4,@DanaSchwartzzz @DearEvanHansen if you see that and Groundhog Day in the same week you die of dehydration #funfacts #uglycry
829,23,3,@johnlevenstein well now I have to watch poldark. I hope you're happy
